Year,"Country of origin","Country of asylum",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2017,"Cote d'Ivoire",Belgium,G,FI,P,35,0,80,0,115
2018,"Iran (Islamic Rep. of)",Belgium,G,FI,P,265,0,80,0,345
2020,"North Macedonia",Belgium,G,FI,P,5,0,80,0,85
2021,Lebanon,Belgium,G,FI,P,10,0,80,0,90
2016,Senegal,Belgium,G,JR,C,13,0,80,5,98
2018,Algeria,Belgium,G,FI,P,10,0,80,0,90
2015,Colombia,Canada,G,AR,P,20,0,80,5,105
2018,Azerbaijan,Canada,G,FI,P,132,0,80,14,226
2021,Jordan,Canada,G,AR,P,45,0,80,15,140
2018,Afghanistan,Canada,G,FI,P,469,0,80,41,590
2020,Bangladesh,Canada,G,AR,P,28,0,80,12,124
2018,Colombia,Chile,G,FI,P,103,0,80,670,853
2023,"Sierra Leone",Cyprus,G,JR,P,0,0,80,79,159
2021,"Iran (Islamic Rep. of)",Denmark,G,FI,P,16,0,80,0,96
2015,Stateless,Denmark,G,AR,P,5,0,80,0,85
2024,Rwanda,France,G,AR,P,0,27,80,10,117
2024,Niger,France,G,FI,P,46,18,80,0,144
2016,Myanmar,"United Kingdom of Great Britain and Northern Ireland",G,AR,C,39,0,80,0,119
2015,"Dem. Rep. of the Congo","United Kingdom of Great Britain and Northern Ireland",G,AR,C,61,0,80,5,146
2016,India,"United Kingdom of Great Britain and Northern Ireland",G,AR,C,21,0,80,5,106
2017,Somalia,"United Kingdom of Great Britain and Northern Ireland",G,AR,C,98,0,80,0,178
2017,Iraq,Georgia,G,FI,P,0,10,80,56,146
2024,India,Georgia,G,FI,P,0,0,80,15,95
2022,Togo,Germany,G,JR,P,5,10,80,73,168
2015,Guinea,Germany,G,NA,P,47,23,80,215,365
2014,Tajikistan,Germany,G,NA,P,20,0,80,60,160
2024,Montenegro,Germany,G,FI,P,0,0,80,5,85
2015,Montenegro,Germany,G,RA,P,0,0,80,248,328
2018,Benin,Germany,G,JR,P,0,0,80,50,130
2022,Ghana,Greece,G,FI,P,18,0,80,96,194
2022,China,Greece,G,FI,P,5,0,80,81,166
2014,Palestinian,Greece,G,FI,P,10,0,80,142,232
2023,Algeria,Ireland,G,AR,P,5,10,80,10,105
2023,"Sierra Leone",Italy,G,FI,P,16,5,80,64,165
2014,Ukraine,Italy,G,FI,P,10,155,80,0,245
2017,Sudan,Italy,G,FI,P,78,114,80,184,456
2019,India,Japan,G,AR,P,0,0,80,0,0
2019,Pakistan,Japan,G,AR,P,0,0,80,0,0
2017,China,Japan,G,FI,P,0,0,80,42,122
2023,Bangladesh,"Rep. of Korea",G,AR,P,0,0,80,74,154
2019,"United Rep. of Tanzania","South Africa",G,FI,P,0,0,80,0,80
2018,Palestinian,Sweden,G,JR,P,5,0,80,30,115
2016,Belarus,Sweden,G,FI,P,10,5,80,123,218
2023,"Venezuela (Bolivarian Republic of)",Sweden,G,FI,P,5,0,80,5,90
2023,"Serbia and Kosovo: S/RES/1244 (1999)",Sweden,G,FI,P,0,0,80,20,100
2019,Jordan,Sweden,G,AR,P,0,0,80,24,104
2020,Tajikistan,Sweden,G,FI,P,5,0,80,10,95
2014,Afghanistan,Tajikistan,U,AR,P,39,0,80,0,119
2017,"Sri Lanka","United States of America",G,IN,C,33,0,80,36,149
2018,Somalia,"United States of America",G,EO,P,35,0,80,55,170
2022,"Syrian Arab Rep.","United States of America",G,IN,P,256,0,80,111,447
2017,Bangladesh,"United States of America",G,EO,P,91,0,80,35,206
2024,Nigeria,"United States of America",G,IN,P,84,0,80,241,405
2017,Uzbekistan,"United States of America",G,IN,C,46,0,80,46,172
2019,"Serbia and Kosovo: S/RES/1244 (1999)","United States of America",G,IN,C,36,0,80,10,126
2015,China,"United States of America",G,IN,C,1916,0,80,3448,5444
2019,"Costa Rica","United States of America",G,IN,C,0,0,80,17,97
2017,Colombia,"Venezuela (Bolivarian Republic of)",G,FI,C,15,0,80,10,105
2017,Haiti,Argentina,G,AR,P,0,0,79,11,90
2024,Somalia,Austria,G,FA,P,342,356,79,34,811
2023,Rwanda,Belgium,G,FI,P,61,0,79,5,145
2022,"El Salvador",Belgium,G,JR,P,0,5,79,47,131
2015,Nigeria,Brazil,G,FI,P,11,0,79,0,90
2019,Pakistan,Bulgaria,G,FA,P,5,0,79,31,115
2016,Ethiopia,Canada,G,FI,P,225,0,79,10,314
2015,Haiti,Canada,G,AR,P,36,0,79,5,120
2016,Albania,Canada,G,FI,P,77,0,79,10,166
2016,Madagascar,France,G,FI,P,5,5,79,0,89
2018,Peru,France,G,FI,P,0,17,79,0,96
2017,India,France,G,AR,P,5,5,79,0,89
2018,Nepal,France,G,FI,P,5,5,79,0,89
2023,Cambodia,France,G,FI,P,16,0,79,0,95
2024,Ghana,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,35,10,79,41,165
2015,"South Africa","United Kingdom of Great Britain and Northern Ireland",G,FI,P,5,10,79,5,99
2014,"Serbia and Kosovo: S/RES/1244 (1999)","United Kingdom of Great Britain and Northern Ireland",G,FI,P,0,0,79,15,94
2016,Palestinian,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,22,0,79,24,125
2019,"Russian Federation","United Kingdom of Great Britain and Northern Ireland",G,FI,P,154,0,79,22,255
2019,Türkiye,Georgia,G,FI,P,0,0,79,24,103
2021,Palestinian,Germany,G,FI,P,28,21,79,32,160
2015,Tunisia,Germany,G,JR,P,5,0,79,145,229
2022,Mali,Germany,G,JR,P,0,16,79,84,179
2024,Jordan,Germany,G,FI,P,0,5,79,149,233
2024,India,Greece,G,AR,P,0,0,79,39,118
2020,Gambia,Greece,G,AR,P,0,0,79,15,94
2014,Ukraine,Greece,G,FI,P,0,5,79,40,124
2015,Albania,Ireland,G,FI,P,0,0,79,52,131
2019,Algeria,Ireland,G,FI,P,5,5,79,30,119
2022,Botswana,Ireland,G,FI,P,10,0,79,0,89
2015,Palestinian,Italy,G,FI,P,81,32,79,0,192
2018,Afghanistan,Kazakhstan,G,FI,C,23,0,79,13,115
2022,Cameroon,"Rep. of Korea",G,FI,C,0,0,79,27,106
2014,Nepal,"Rep. of Korea",G,FA,P,0,0,79,15,94
2023,Ghana,"Rep. of Korea",G,FI,P,0,0,79,19,98
2017,Guinea,"Netherlands (Kingdom of the)",G,FI,P,5,0,79,5,89
2017,Türkiye,"Netherlands (Kingdom of the)",G,FI,P,204,142,79,21,446
2014,Ethiopia,"Netherlands (Kingdom of the)",G,FI,P,17,14,79,0,110
2018,Libya,"Netherlands (Kingdom of the)",G,FI,P,12,0,79,10,101
2020,"Unknown ","New Zealand",G,AR,P,0,60,79,13,152
2024,Guatemala,Spain,G,FI,P,24,5,79,0,108
2014,Ukraine,Spain,G,FI,P,0,0,79,0,79
2018,"Cote d'Ivoire",Spain,G,FI,P,5,5,79,0,89
2023,Lebanon,Sweden,G,FI,P,0,0,79,22,101
2018,Kyrgyzstan,Sweden,G,FI,P,0,0,79,68,147
2015,Türkiye,Sweden,G,AR,P,0,10,79,12,101
2015,Palestinian,Sweden,G,AR,P,5,5,79,17,106
2022,Kazakhstan,Sweden,G,AR,P,0,0,79,5,84
2014,Bangladesh,Sweden,G,AR,P,0,5,79,12,96
2015,Libya,Switzerland,G,FI,P,16,38,79,46,179
2020,Kazakhstan,"United States of America",G,IN,C,53,0,79,47,179
2020,"Russian Federation","United States of America",G,EO,P,78,0,79,19,176
2024,Jamaica,"United States of America",G,EO,P,49,0,79,123,251
2015,Nepal,"United States of America",G,EO,P,239,0,79,172,490
2023,Nepal,"United States of America",G,EO,P,410,0,79,105,594
2021,Mauritania,"United States of America",G,IN,P,32,0,79,17,128
2023,Iraq,Armenia,G,FI,P,40,0,78,145,263
2020,Indonesia,Australia,G,AR,P,0,0,78,29,107
2023,Cambodia,Australia,G,FI,P,80,0,78,128,286
2021,"Syrian Arab Rep.",Austria,G,FA,P,6861,1053,78,1514,9506
2024,Iraq,Belgium,G,JR,P,10,5,78,18,111
2019,"El Salvador",Canada,G,AR,P,19,0,78,0,97
2018,Brazil,Canada,G,FI,P,17,0,78,26,121
2020,"Iran (Islamic Rep. of)",Canada,G,AR,P,100,0,78,5,199
2019,"Sri Lanka",Canada,G,FI,P,230,0,78,21,329
2019,Afghanistan,Canada,G,FI,P,507,0,78,21,606
2017,Liberia,China,U,FI,P,0,0,78,29,107
2015,"Dem. Rep. of the Congo",Cameroon,U,AR,P,0,0,78,20,98
2014,Albania,Finland,G,FI,P,0,0,78,20,98
2016,India,Finland,G,FI,P,0,0,78,97,175
2016,"Burkina Faso",France,G,FI,P,5,15,78,0,98
2014,Libya,France,G,FI,P,11,0,78,0,89
2015,"Central African Rep.",France,G,FI,P,190,420,78,0,688
2023,Kenya,France,G,FI,P,14,0,78,5,97
2019,Zimbabwe,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,23,10,78,12,123
2019,Somalia,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,154,13,78,18,263
2021,"Syrian Arab Rep.",Germany,G,RA,P,218,498,78,18702,19496
2023,Ghana,Germany,G,JR,P,0,25,78,181,284
2018,Azerbaijan,Germany,G,RA,P,5,5,78,456,544
2020,Senegal,Germany,G,JR,P,0,5,78,136,219
2021,Algeria,Greece,G,AR,P,0,0,78,44,122
2022,Nigeria,Greece,G,FI,P,19,0,78,88,185
2022,Morocco,Greece,G,AR,P,0,0,78,23,101
2022,Honduras,Guatemala,G,FA,P,83,0,78,182,343
2022,Nigeria,India,U,FI,P,0,0,78,49,127
2015,Nigeria,Ireland,G,AR,P,13,0,78,86,177
2019,"Dem. Rep. of the Congo",Ireland,G,FI,P,51,12,78,5,146
2016,India,Ireland,G,FI,P,0,0,78,72,150
2022,Georgia,Israel,G,FA,P,0,0,78,120,198
2016,Eritrea,Italy,G,FI,P,215,188,78,0,481
2020,Eritrea,Italy,G,FI,P,74,46,78,0,198
2015,Niger,Italy,G,FI,P,5,59,78,0,142
2017,Ghana,Japan,G,FI,P,0,5,78,14,97
2022,"Unknown ","Rep. of Korea",G,FI,C,0,0,78,48,126
2020,Algeria,"Rep. of Korea",G,FA,P,0,0,78,37,115
2019,Ethiopia,Lebanon,U,AR,P,0,0,78,68,146
2023,Pakistan,"Sri Lanka",U,AR,P,0,0,78,0,78
2016,Somalia,"Netherlands (Kingdom of the)",G,FI,P,58,0,78,73,209
2023,"Iran (Islamic Rep. of)",Norway,G,AR,P,17,0,78,12,107
2021,"Unknown ","New Zealand",G,AR,P,68,0,78,12,158
2023,Colombia,Panama,G,FI,C,5,0,78,21,104
2017,Cuba,Peru,G,FI,P,36,0,78,48,162
2022,Tajikistan,Poland,G,AR,P,0,0,78,5,83
2020,Congo,"South Africa",G,FI,P,14,0,78,0,92
2017,Armenia,Sweden,G,RA,P,5,0,78,11,94
2021,Egypt,Sweden,G,FI,P,21,0,78,15,114
2023,Belarus,Sweden,G,AR,P,0,0,78,5,83
2016,Georgia,Sweden,G,RA,P,0,5,78,50,133
2017,Burundi,Uganda,G,FA,P,5045,0,78,878,6001
2019,Afghanistan,Ukraine,G,JR,P,0,0,78,1329,1407
2021,Indonesia,"United States of America",G,IN,P,14,0,78,34,126
2020,"Dominican Rep.","United States of America",G,EO,P,10,0,78,69,157
2019,Pakistan,"United States of America",G,EO,P,69,0,78,32,179
2018,Mauritania,"United States of America",G,IN,C,74,0,78,45,197
2021,"Dem. Rep. of the Congo","United States of America",G,IN,P,26,0,78,45,149
2018,Pakistan,"United States of America",G,EO,P,61,0,78,68,207
2020,Mauritania,"United States of America",G,IN,C,44,0,78,17,139
2019,Afghanistan,Australia,G,AR,P,36,0,77,0,113
2016,Armenia,Austria,G,FA,P,12,22,77,44,155
2024,Palestinian,Belgium,G,JR,P,0,0,77,28,105
2022,Morocco,Bulgaria,G,FA,P,0,5,77,962,1044
2020,Brazil,Canada,G,FI,P,23,0,77,5,108
2024,Bangladesh,Canada,G,FI,P,320,0,77,60,457
2018,Pakistan,Canada,G,AR,P,5,0,77,12,94
2014,Cuba,"Costa Rica",G,FI,P,13,0,77,0,90
2022,Philippines,Cyprus,G,JR,P,0,0,77,34,111
2014,Nigeria,Finland,G,FI,P,5,63,77,96,241
2017,Djibouti,France,G,FI,P,46,11,77,0,134
2016,Afghanistan,France,G,AR,P,49,89,77,5,220
2024,Cambodia,France,G,FI,P,5,0,77,0,82
2019,Libya,France,G,AR,P,53,109,77,5,244
2021,Montenegro,France,G,FI,P,0,0,77,0,77
2015,"Iran (Islamic Rep. of)",France,G,FI,P,107,0,77,0,184
2022,Liberia,France,G,FI,P,17,0,77,0,94
2019,Kenya,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,18,12,77,10,117
2015,Gambia,"United Kingdom of Great Britain and Northern Ireland",G,AR,C,25,0,77,5,107
2015,"Viet Nam","United Kingdom of Great Britain and Northern Ireland",G,AR,C,39,0,77,11,127
2022,Türkiye,Georgia,G,FI,P,0,0,77,46,123
2023,Angola,Germany,G,JR,P,0,44,77,109,230
2020,"North Macedonia",Germany,G,RA,P,0,0,77,378,455
2023,Togo,Germany,G,FI,P,5,5,77,55,142
2016,Malawi,Ireland,G,FI,P,5,0,77,10,92
2024,China,Israel,G,FA,P,0,0,77,66,143
2018,Libya,Italy,G,FI,P,90,215,77,5,387
2024,"Rep. of Moldova",Italy,G,FI,P,0,0,77,5,82
2017,"Iran (Islamic Rep. of)",Japan,G,FI,P,0,0,77,18,95
2016,Ghana,Japan,G,AR,P,0,0,77,0,77
2019,Thailand,"Rep. of Korea",G,FA,P,0,0,77,224,301
2024,Morocco,"Rep. of Korea",G,FI,P,0,0,77,24,101
2021,Sudan,Lebanon,U,AR,P,10,0,77,5,92
2015,Rwanda,Malawi,G,FI,P,89,0,77,10,176
2017,Egypt,"Netherlands (Kingdom of the)",G,FI,P,25,0,77,11,113
2024,Morocco,"Netherlands (Kingdom of the)",G,FI,P,5,0,77,304,386
2015,"Russian Federation","Netherlands (Kingdom of the)",G,FI,P,13,0,77,12,102
2014,Ukraine,Norway,G,FI,P,0,0,77,40,117
2023,Nicaragua,Panama,G,FI,C,5,0,77,40,122
2018,Tajikistan,Poland,G,FI,P,10,14,77,34,135
2014,Guinea,Spain,G,FI,P,0,0,77,0,77
2023,Mexico,Spain,G,FI,P,24,16,77,5,122
2020,Chile,Sweden,G,FI,P,0,0,77,5,82
2017,Azerbaijan,Sweden,G,FI,P,16,0,77,74,167
2018,Bangladesh,Sweden,G,JR,P,5,0,77,21,103
2018,Georgia,Sweden,G,RA,P,0,0,77,45,122
2018,"Venezuela (Bolivarian Republic of)",Sweden,G,FI,P,0,0,77,14,91
2021,"Syrian Arab Rep.",Switzerland,G,FI,P,600,378,77,98,1153
2023,Iraq,Switzerland,G,FI,P,59,98,77,217,451
2022,Afghanistan,Switzerland,G,FI,P,573,2780,77,1309,4739
2020,Peru,"United States of America",G,EO,P,11,0,77,39,127
2020,India,"United States of America",G,AR,P,183,0,77,88,348
2018,India,"United States of America",G,AR,P,236,0,77,224,537
2022,Bangladesh,Australia,G,AR,P,30,0,76,16,122
2014,Jordan,Australia,G,FI,P,14,0,76,0,90
2016,Afghanistan,Australia,G,FI,P,1415,0,76,0,1491
2015,Nepal,Australia,G,AR,C,5,0,76,11,92
2024,"Syrian Arab Rep.",Austria,G,FA,P,7704,3038,76,392,11210
2016,"Syrian Arab Rep.",Belgium,G,FI,P,5429,1619,76,207,7331
2023,Angola,Belgium,G,JR,P,0,0,76,0,76
2014,Egypt,Belgium,G,FI,P,26,0,76,43,145
2015,"Unknown ",Belgium,G,JR,C,0,0,76,10,86
2022,Pakistan,Bulgaria,G,FA,P,0,5,76,90,171
2023,"Sri Lanka",Canada,G,FI,P,592,0,76,39,707
2014,Israel,Canada,G,FI,P,5,0,76,42,123
2022,"Viet Nam",Canada,G,FI,P,37,0,76,10,123
2017,Albania,Canada,G,FI,P,72,0,76,21,169
2024,Türkiye,Canada,G,FI,P,2498,0,76,234,2808
2017,India,Cyprus,G,AR,P,0,0,76,30,106
2020,Somalia,Denmark,G,AR,P,15,5,76,0,96
2016,"Russian Federation",Denmark,G,FI,P,10,0,76,0,86
2016,"Sierra Leone",France,G,FI,P,22,5,76,0,103
2020,Benin,France,G,FI,P,20,10,76,0,106
2019,Nepal,France,G,AR,P,5,10,76,0,91
2016,Madagascar,France,G,AR,P,0,5,76,5,86
2014,"Sierra Leone",France,G,AR,P,5,5,76,5,91
2023,Nicaragua,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,105,5,76,34,220
2022,Angola,Germany,G,FI,P,5,26,76,35,142
2016,Algeria,Germany,G,RA,P,0,0,76,209,285
2023,Mongolia,Germany,G,FI,P,0,5,76,35,116
2022,Stateless,Germany,G,JR,P,27,30,76,184,317
2015,Ethiopia,Germany,G,JR,P,56,24,76,168,324
2023,Kenya,Germany,G,FI,P,0,5,76,76,157
2024,Libya,Germany,G,JR,P,0,5,76,120,201
2018,Algeria,Greece,G,AR,P,0,0,76,24,100
2024,"Unknown ","Rep. of Korea",G,AR,P,0,10,76,10,96
2017,Pakistan,"Netherlands (Kingdom of the)",G,FI,P,45,5,76,5,131
2023,Iraq,Romania,G,FI,P,29,10,76,199,314
2016,Morocco,Spain,G,FI,P,10,0,76,0,86
2014,Morocco,Spain,G,FI,P,5,0,76,0,81
2022,Iraq,Spain,G,FI,P,14,0,76,21,111
2016,Ethiopia,Sudan,G,FI,P,308,10,76,43,437
2015,Montenegro,Sweden,G,FI,P,0,0,76,58,134
2017,Eritrea,Sweden,G,FI,P,1200,331,76,106,1713
2021,Stateless,Sweden,G,FI,P,43,21,76,52,192
2021,Sudan,Sweden,G,AR,P,0,0,76,11,87
2020,"North Macedonia",Sweden,G,FI,P,0,0,76,40,116
2024,Nigeria,Sweden,G,AR,P,0,0,76,10,86
2016,Belarus,Sweden,G,AR,P,0,0,76,13,89
2017,Sudan,Sweden,G,FI,P,134,0,76,30,240
2016,Tunisia,Switzerland,G,FI,P,5,5,76,227,313
2024,Iraq,Switzerland,G,FI,P,25,34,76,132,267
2024,Morocco,Switzerland,G,FI,P,0,5,76,614,695
2016,Egypt,"Syrian Arab Rep.",U,FI,P,0,0,76,5,81
2017,Iraq,"Syrian Arab Rep.",U,FI,P,424,0,76,2314,2814
2021,"Dem. Rep. of the Congo",Uganda,G,AR,P,80,0,76,0,156
2020,Kyrgyzstan,"United States of America",G,IN,C,42,0,76,19,137
2023,Afghanistan,"United States of America",G,IN,P,23291,0,76,933,24300
2017,Pakistan,"United States of America",G,EO,P,44,0,76,40,160
2018,Eritrea,"United States of America",G,IN,C,300,0,76,23,399
2019,Somalia,Egypt,U,FI,P,643,0,75,847,1565
2014,Tonga,Australia,G,FI,P,0,0,75,0,75
2023,Bangladesh,Australia,G,FI,P,82,0,75,310,467
2023,Thailand,Australia,G,AR,P,0,0,75,306,381
2023,Somalia,Austria,G,FA,P,611,714,75,90,1490
2017,Egypt,Austria,G,FA,P,27,0,75,42,144
2020,Armenia,Belgium,G,FI,P,10,5,75,0,90
2016,Togo,Belgium,G,JR,C,10,0,75,0,85
2022,Palestinian,Belgium,G,JR,P,16,10,75,145,246
2018,Morocco,Belgium,G,RA,P,0,0,75,0,75
2020,"North Macedonia",Belgium,G,RA,P,0,0,75,0,75
2015,Jamaica,Canada,G,FI,P,82,0,75,0,157
2020,Palestinian,Canada,G,FI,P,357,0,75,0,438
2020,"Sri Lanka",Canada,G,AR,P,86,0,75,22,191
2019,"Dem. Rep. of the Congo",Canada,G,AR,P,23,0,75,10,108
2023,Philippines,Cyprus,G,FA,P,0,0,75,12,87
2024,Egypt,Cyprus,G,FA,P,14,5,75,28,122
2023,"Viet Nam",Czechia,G,FI,P,0,5,75,51,131
2014,Bangladesh,Denmark,G,AR,P,5,0,75,0,80
2016,Iraq,Denmark,G,AR,P,0,10,75,0,85
2018,Ethiopia,France,G,AR,P,39,5,75,12,131
2018,Iraq,France,G,AR,P,34,45,75,24,178
2024,"Bosnia and Herzegovina",France,G,FI,P,5,5,75,0,85
2023,Iraq,"United Kingdom of Great Britain and Northern Ireland",G,AR,C,92,0,75,5,172
2017,Kenya,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,5,0,75,5,85
2015,Poland,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,0,0,75,34,109
2017,"Dem. Rep. of the Congo","United Kingdom of Great Britain and Northern Ireland",G,AR,C,51,0,75,5,131
2014,India,"United Kingdom of Great Britain and Northern Ireland",G,AR,C,15,0,75,5,95
2019,"Dem. Rep. of the Congo","United Kingdom of Great Britain and Northern Ireland",G,FI,P,42,5,75,5,127
2021,India,"United Kingdom of Great Britain and Northern Ireland",G,AR,C,34,0,75,5,114
2021,"Iran (Islamic Rep. of)",Georgia,G,FI,P,5,0,75,76,156
2019,Nicaragua,Germany,G,NA,P,5,0,75,5,85
2022,China,Germany,G,JR,P,43,5,75,59,182
2021,Yemen,Germany,G,FI,P,37,208,75,41,361
2021,Pakistan,Germany,G,RA,P,34,15,75,733,857
2024,"El Salvador",Germany,G,FI,P,0,5,75,0,80
2015,Nigeria,Germany,G,JR,P,5,20,75,416,516
2024,"Dem. Rep. of the Congo",Germany,G,JR,P,0,0,75,99,174
2023,Nigeria,Germany,G,RA,P,5,43,75,547,670
2022,Kenya,Germany,G,FI,P,0,0,75,41,116
2017,Morocco,Germany,G,RA,P,5,13,75,401,494
2014,Senegal,Germany,G,NA,P,0,0,75,179,254
2024,"Syrian Arab Rep.",Greece,G,AR,P,38,5,75,466,584
2021,Morocco,Greece,G,AR,P,0,0,75,22,97
2017,Afghanistan,Greece,G,AR,P,11,13,75,11,110
2014,Ghana,Greece,G,AR,P,5,17,75,179,276
2023,"Serbia and Kosovo: S/RES/1244 (1999)",Israel,G,FA,P,0,0,75,75,150
2020,"Venezuela (Bolivarian Republic of)",Italy,G,FI,P,167,716,75,0,958
2017,Palestinian,Italy,G,FI,P,153,26,75,51,305
2023,Togo,Italy,G,FI,P,5,5,75,11,96
2023,Algeria,Italy,G,FI,P,5,0,75,15,95
2023,Nepal,Japan,G,FI,P,0,0,75,0,75
2018,Pakistan,Japan,G,AR,P,0,0,75,0,75
2024,Liberia,"Rep. of Korea",G,FI,P,0,0,75,13,88
2022,Thailand,"Rep. of Korea",G,FI,C,0,0,75,49,124
2015,Montenegro,Luxembourg,G,FI,P,0,0,75,5,80
2019,Iraq,Luxembourg,G,FI,P,55,0,75,0,130
2015,Montenegro,Luxembourg,G,AR,P,0,0,75,10,85
2014,Somalia,Malta,G,FI,P,5,296,75,150,526
2023,Nigeria,"Netherlands (Kingdom of the)",G,RA,P,5,5,75,15,100
2020,"North Macedonia","Netherlands (Kingdom of the)",G,FI,P,0,0,75,5,80
2014,Guinea,"Netherlands (Kingdom of the)",G,FI,P,5,52,75,0,132
2015,"Bosnia and Herzegovina","Netherlands (Kingdom of the)",G,FI,P,0,0,75,5,80
2022,Nigeria,"Netherlands (Kingdom of the)",G,FI,P,27,12,75,26,140
2020,Iraq,"Netherlands (Kingdom of the)",G,RA,P,19,5,75,46,145
2019,Eritrea,Norway,G,AR,P,10,0,75,20,105
2017,"Russian Federation",Norway,G,AR,P,5,0,75,11,91
2018,"Unknown ","New Zealand",G,AR,P,90,0,75,10,175
2014,Somalia,"South Africa",G,AR,P,15,0,75,15,105
2014,Algeria,"South Africa",G,FI,P,0,0,75,0,75
2023,Bangladesh,"South Africa",G,AR,P,0,0,75,3072,3147
2020,Pakistan,"South Africa",G,FI,P,0,0,75,0,75
2017,"Dem. Rep. of the Congo","South Africa",G,AR,P,10,0,75,1947,2032
2019,Mozambique,"South Africa",G,FI,P,0,0,75,0,75
2019,Armenia,Spain,G,FI,P,5,5,75,0,85
2018,"Russian Federation",Spain,G,FI,P,32,0,75,0,107
2017,Ethiopia,Sudan,U,FI,P,307,0,75,0,382
2023,Palestinian,Sweden,G,AR,P,0,0,75,33,108
2018,Eritrea,Sweden,G,FI,P,585,46,75,130,836
2021,"Serbia and Kosovo: S/RES/1244 (1999)",Sweden,G,FI,P,0,0,75,12,87
2024,Stateless,Sweden,G,AR,P,0,0,75,23,98
2016,Afghanistan,Tajikistan,G,FA,P,77,0,75,0,152
2021,Eritrea,Uganda,G,AR,P,79,0,75,0,154
2017,"Rep. of Moldova","United States of America",G,IN,C,59,0,75,32,166
2017,"Serbia and Kosovo: S/RES/1244 (1999)","United States of America",G,IN,C,29,0,75,15,119
2023,"Unknown ","United States of America",G,IN,P,47,0,75,119,241
2021,"Unknown ","United States of America",G,AR,P,136,0,75,276,487
2022,Somalia,Egypt,U,AR,P,14,0,74,220,308
2023,"Papua New Guinea",Australia,G,FI,P,108,0,74,342,524
2024,Bangladesh,Austria,G,FA,P,11,0,74,22,107
2014,Iraq,Belgium,G,JR,C,0,0,74,10,84
2015,Georgia,Belgium,G,JR,C,0,0,74,16,90
2024,Senegal,Belgium,G,FI,P,19,0,74,0,93
2018,Ghana,Brazil,G,FI,P,0,0,74,89,163
2019,Ghana,Canada,G,AR,P,18,0,74,0,92
2017,Lebanon,Canada,G,FI,P,123,0,74,19,216
2022,Cuba,"Cayman Islands",G,FI,P,0,0,74,72,146
2018,"Central African Rep.",Cameroon,U,FI,P,2322,0,74,15,2411
2015,Rwanda,Cameroon,U,AR,P,5,0,74,0,79
2020,"Sri Lanka",Cyprus,G,AR,P,0,0,74,0,74
2020,Egypt,Cyprus,G,AR,P,0,0,74,31,105
2022,Georgia,Czechia,G,FI,P,0,0,74,92,166
2014,"Dominican Rep.",France,G,AR,P,0,0,74,62,136
2017,Tunisia,France,G,AR,P,5,5,74,0,84
2023,Palestinian,France,G,FI,P,115,5,74,0,194
2023,Libya,France,G,AR,P,10,19,74,29,132
2015,"Syrian Arab Rep.",France,G,FI,P,1587,735,74,0,2396
2014,Kazakhstan,France,G,AR,P,11,5,74,14,104
2016,Montenegro,France,G,FI,P,0,5,74,0,79
2019,Nepal,France,G,FI,P,0,5,74,0,79
2014,Zimbabwe,"United Kingdom of Great Britain and Northern Ireland",G,AR,C,17,0,74,5,96
2020,Egypt,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,68,0,74,31,173
2014,Ethiopia,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,51,0,74,35,160
2023,Kuwait,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,263,0,74,91,428
2019,Palestinian,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,57,17,74,23,171
2024,"Sri Lanka",Germany,G,FI,P,13,0,74,55,142
2022,Bangladesh,Germany,G,JR,P,5,14,74,98,191
2024,"Bosnia and Herzegovina",Germany,G,JR,P,0,5,74,227,306
2022,Ukraine,Germany,G,JR,P,10,326,74,378,788
2021,Myanmar,Germany,G,FI,P,14,10,74,5,103
2020,Guinea,Greece,G,FI,P,45,0,74,17,136
2014,Cameroon,Greece,G,FI,P,5,0,74,158,237
2021,Nigeria,Greece,G,AR,P,5,5,74,28,112
2021,Guinea-Bissau,Italy,G,FI,P,0,27,74,0,101
2021,"Unknown ",Italy,G,FI,P,101,136,74,0,311
2018,Nepal,Italy,G,FI,P,5,14,74,0,93
2022,Senegal,Japan,G,AR,P,0,0,74,0,74
2014,Bangladesh,Japan,G,AR,P,0,0,74,21,95
2022,"Sri Lanka","Rep. of Korea",G,FI,C,0,0,74,73,147
2016,Somalia,Malaysia,U,FI,P,137,0,74,13,224
2018,"Dem. Rep. of the Congo",Morocco,U,FI,P,12,0,74,55,141
2022,Colombia,"Netherlands (Kingdom of the)",G,FI,P,50,13,74,64,201
2021,Türkiye,"Netherlands (Kingdom of the)",G,FI,P,1017,205,74,44,1340
2015,Armenia,"Netherlands (Kingdom of the)",G,FI,P,5,0,74,16,95
