un-mechanism-code,un-mechanism,year,country,concerned-group,human-rights-theme,annotaion-type,term
A/H,Committee on the Rights of the Child, 2020,Poland,not provided, Scope of international obligations,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,not provided,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,not provided,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,not provided,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,not provided,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,not provided,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Lesbian,Equality & non-discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Lesbian,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Lesbian,Racial discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Lesbian,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,gay,Equality & non-discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,gay,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,gay,Racial discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,gay,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,bisexual,Equality & non-discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,bisexual,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,bisexual,Racial discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,bisexual,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,transgender,Equality & non-discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,transgender,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,transgender,Racial discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,transgender,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,intersex persons (LGBTI),Equality & non-discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,intersex persons (LGBTI),Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,intersex persons (LGBTI),Racial discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,intersex persons (LGBTI),Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Vulnerable persons/groups,Equality & non-discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Vulnerable persons/groups,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Vulnerable persons/groups,Racial discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Vulnerable persons/groups,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Women & girls,Equality & non-discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Women & girls,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Women & girls,Racial discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Women & girls,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Minorities/ racial,Equality & non-discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Minorities/ racial,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Minorities/ racial,Racial discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Minorities/ racial,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,ethnic,Equality & non-discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,ethnic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,ethnic,Racial discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,ethnic,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,linguistic,Equality & non-discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,linguistic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,linguistic,Racial discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,linguistic,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,religious or descent-based groups,Equality & non-discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,religious or descent-based groups,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,religious or descent-based groups,Racial discrimination,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,religious or descent-based groups,Discrimination against women,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,not provided,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,not provided,Budget & resources (for human rights implementation),Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Migrants,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Migrants,Cooperation & Follow up with Treaty Bodies,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Migrants,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Migrants,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Migrants,Cooperation & follow up with the Universal Periodic Review (UPR),Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Migrants,Ratification of & accession to international instruments,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Migrants,National Human Rights Institution (NHRI),Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Migrants,Cooperation & Follow up with Special Procedures,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Lesbian,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Lesbian,Cooperation & Follow up with Treaty Bodies,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Lesbian,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Lesbian,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Lesbian,Cooperation & follow up with the Universal Periodic Review (UPR),Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Lesbian,Ratification of & accession to international instruments,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Lesbian,National Human Rights Institution (NHRI),Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,Lesbian,Cooperation & Follow up with Special Procedures,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,gay,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,gay,Cooperation & Follow up with Treaty Bodies,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,gay,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,gay,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,gay,Cooperation & follow up with the Universal Periodic Review (UPR),Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,gay,Ratification of & accession to international instruments,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,gay,National Human Rights Institution (NHRI),Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,gay,Cooperation & Follow up with Special Procedures,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,bisexual,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,bisexual,Cooperation & Follow up with Treaty Bodies,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2020,Poland,bisexual,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,not provided
