un-mechanism-code,un-mechanism,year,country,concerned-group,human-rights-theme,annotaion-type,term
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,Constitutional & legislative framework,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,lawyers,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Administration of justice & fair trial,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Cooperation with human rights mechanisms & requests for technical assistance,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,Constitutional & legislative framework,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,prosecutors,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Arbitrary arrest & detention,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Rule of law & impunity,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Administration of justice & fair trial,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Sexual & gender-based violence,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Persons deprived of liberty: definition of torture & ill-treatment,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Public officials,Arbitrary arrest & detention,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Public officials,Rule of law & impunity,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Public officials,Administration of justice & fair trial,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Public officials,Sexual & gender-based violence,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Public officials,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Public officials,Persons deprived of liberty: definition of torture & ill-treatment,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Arbitrary arrest & detention,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Rule of law & impunity,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Administration of justice & fair trial,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Sexual & gender-based violence,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Persons deprived of liberty: definition of torture & ill-treatment,Concerns/Observations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Administration of justice & fair trial,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Support to victims & witnesses,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,"Human rights education, trainings & awareness raising",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Private life & privacy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Access to justice & remedy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Right to peaceful assembly,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Constitutional & legislative framework,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Rule of law & impunity,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Administration of justice & fair trial,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Support to victims & witnesses,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,"Human rights education, trainings & awareness raising",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Private life & privacy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Access to justice & remedy,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Right to peaceful assembly,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,Constitutional & legislative framework,Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Persons deprived of their liberty & detainees,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,C.Principal subjects of concern and recommendations
CAT,Committee against Torture, 2024,Azerbaijan,Law enforcement / police & prison officials,Human rights & poverty,Concerns/Observations,C.Principal subjects of concern and recommendations
